Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
48.8,21.4,10.3,54.5,29.4,41.9
47.8,20.9,9.9,54.15,28.8,41.3
47.099999999999994,20.4,9.35,53.7,28.4,40.650000000000006
46.55,19.9,9.1,53.15,28.05,40.150000000000006
45.7,19.4,8.65,52.55,27.6,39.55
45.150000000000006,19.1,8.45,52.099999999999994,27.3,39.2
44.55,18.8,8.25,51.8,27.05,38.75
44.3,18.6,8.149999999999999,51.599999999999994,26.85,38.45
46.15,19.0,8.35,51.95,27.1,38.8
50.2,21.3,10.4,55.2,29.25,41.849999999999994
54.6,23.3,12.45,58.6,31.5,45.5
58.0,25.3,13.85,61.5,33.5,48.55
60.75,27.1,15.35,63.65,35.0,51.150000000000006
63.2,28.2,17.15,65.5,36.2,53.1
64.9,29.2,18.35,66.75,36.8,54.55
65.75,29.3,18.85,66.9,37.2,55.1
65.8,28.7,18.7,66.65,37.0,55.0
64.30000000000001,27.3,17.549999999999997,65.75,35.75,53.349999999999994
60.55,25.5,16.5,62.65,34.05,49.5
57.650000000000006,24.5,15.1,59.25,32.7,47.0
54.95,23.6,13.8,57.599999999999994,31.85,45.8
52.85,22.8,12.899999999999999,56.65,31.2,44.5
51.45,22.2,11.8,55.9,30.7,43.25
50.3,21.6,11.350000000000001,55.2,30.05,42.5
49.05,21.2,10.55,54.599999999999994,29.5,41.849999999999994
48.05,20.8,10.149999999999999,54.2,29.1,41.2
47.400000000000006,20.5,9.65,53.8,28.5,40.6
46.849999999999994,20.0,9.35,53.2,28.2,40.1
46.05,19.6,8.95,52.6,27.7,39.5
45.45,19.3,8.75,52.1,27.45,39.150000000000006
44.900000000000006,19.0,8.55,51.75,27.2,38.7
44.55,18.9,8.15,51.6,27.0,38.25
46.2,19.3,8.399999999999999,52.0,27.35,38.650000000000006
50.35,21.4,10.5,55.25,29.25,42.05
54.7,23.3,12.55,58.7,31.65,45.5
58.1,25.3,13.8,61.7,33.650000000000006,48.55
60.85,26.9,15.35,63.9,35.3,51.349999999999994
63.25,28.5,17.15,65.65,36.25,53.45
64.95,29.3,18.35,66.6,37.150000000000006,54.8
65.85,29.4,18.9,66.80000000000001,37.45,55.5
65.9,28.9,18.8,66.9,37.25,55.5
64.45,27.4,17.65,65.85,36.1,53.6
60.75,25.6,16.6,62.9,34.150000000000006,49.8
57.849999999999994,24.6,15.3,59.45,32.8,47.150000000000006
55.150000000000006,23.7,14.05,57.650000000000006,32.0,45.8
